Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Need_Maintenance
Truck,34891.78825,Good,5,6,Diesel,Manual,1000,129440.9069,12/12/2023,12/6/2025,First,8990.940648,2,3,12.12190073,New,Worn Out,1
Truck,47480.41664,Average,3,4,Electric,Manual,2500,35678.57285,24/5/2023,1/10/2024,Second,5939.477912,1,0,12.26406433,Good,New,1
Truck,75328.48203,Poor,4,1,Petrol,Manual,1500,19199.02188,22/2/2024,21/6/2024,Third,14330.13433,6,0,17.44598489,Good,New,1
Truck,31969.54023,Good,5,8,Petrol,Manual,800,154053.9238,10/5/2023,25/6/2025,Third,22208.72903,9,0,18.29108048,Worn Out,New,1
Truck,39918.70613,Average,0,4,Diesel,Automatic,1500,29481.42019,3/6/2023,1/12/2024,Third,24038.13182,2,1,12.09921505,New,New,1
Truck,57450.91109,Poor,4,2,Diesel,Automatic,1000,17930.06104,7/11/2023,15/5/2024,Third,18421.29589,10,3,11.44032114,New,New,1
Truck,31946.93555,Poor,2,1,Petrol,Automatic,2500,58895.18921,11/4/2023,4/9/2025,First,7736.628476,7,3,15.25748198,New,Good,1
Truck,70190.73099,Average,5,7,Petrol,Manual,2500,115594.2871,15/10/2023,15/3/2026,First,11157.69572,10,3,17.5609512,Worn Out,Good,1
Truck,51119.57524,Poor,1,5,Electric,Manual,2500,33966.99145,25/6/2023,26/2/2026,Second,18910.9424,8,3,13.34608301,New,Good,1
Truck,32739.48151,Average,0,8,Petrol,Automatic,2000,82490.58985,6/2/2024,22/3/2026,First,20945.17602,3,2,15.2337552,New,Worn Out,1
Truck,50983.63028,Average,1,10,Diesel,Manual,2500,51436.39049,1/10/2023,11/7/2025,Third,22600.04364,6,2,10.30124866,Good,Worn Out,1
Truck,67355.48989,Good,0,7,Electric,Manual,2500,115373.8359,24/12/2023,11/11/2024,First,30133.90402,9,3,15.75028258,Good,Good,1
Truck,32412.79025,Good,1,5,Electric,Automatic,2500,14350.17089,4/6/2023,16/12/2024,Second,18590.82387,5,0,13.13503177,New,Worn Out,1
Truck,52549.53094,Poor,2,5,Petrol,Automatic,1000,75408.26705,13/7/2023,6/10/2024,Second,11692.98741,8,2,15.00809218,Good,New,1
Truck,60780.37963,Average,0,9,Petrol,Manual,1000,124578.3943,17/11/2023,17/3/2026,Second,24062.62524,4,0,18.49499245,New,Good,1
Truck,65027.18503,Good,2,1,Petrol,Automatic,1000,60419.97108,8/4/2023,30/5/2025,Second,20309.57358,10,2,16.53688531,Worn Out,Worn Out,1
Truck,54231.24511,Good,0,8,Petrol,Manual,800,94192.47664,30/12/2023,4/9/2025,First,9147.902904,10,3,12.0488853,Good,Worn Out,1
Truck,55052.38272,Average,5,8,Diesel,Automatic,1500,12488.76423,3/5/2023,15/9/2025,First,24527.67255,1,0,18.89152325,Worn Out,Worn Out,1
Truck,81556.43075,Poor,4,10,Electric,Automatic,800,64192.59897,1/7/2023,27/1/2026,First,11352.43124,5,3,18.49667465,Good,Worn Out,1
Truck,70394.23911,Good,2,6,Petrol,Automatic,1000,153830.1896,19/10/2023,28/2/2026,First,12152.13981,4,0,11.57579764,New,Worn Out,1
Truck,57848.20909,Good,1,5,Petrol,Automatic,800,100540.2536,13/5/2023,27/2/2025,Second,19109.76311,1,3,16.95538791,Worn Out,New,0
Truck,47731.19751,Good,5,8,Petrol,Manual,1000,56550.91936,16/8/2023,26/6/2025,Third,24854.10865,9,2,14.16057564,Good,New,1
Truck,63983.94314,Good,2,4,Electric,Automatic,2500,8964.914921,10/12/2023,8/2/2026,Second,11193.42734,3,0,10.51195571,Worn Out,Worn Out,1
Truck,35994.16503,Poor,2,7,Diesel,Automatic,1500,107429.3198,23/5/2023,9/4/2025,First,7381.342609,8,0,16.23462564,New,Good,1
Truck,52916.70003,Poor,1,3,Petrol,Manual,800,132095.953,4/6/2023,26/6/2025,Second,21582.96279,5,2,16.10952714,New,New,1
Truck,82087.78914,Average,2,4,Diesel,Automatic,1000,117004.1313,4/12/2023,13/6/2024,Third,9664.397571,10,2,20.48801908,Good,Good,1
Truck,68975.35071,Poor,0,6,Petrol,Automatic,2500,139737.0257,5/10/2023,2/11/2024,Third,21147.38817,3,2,11.97090031,Good,Good,0
Truck,39466.50916,Average,1,3,Diesel,Automatic,800,93867.5224,4/8/2023,11/10/2024,Third,8983.236504,9,2,10.90344215,Worn Out,New,1
Truck,72706.09513,Good,0,10,Diesel,Manual,1500,134955.4243,6/2/2024,9/1/2025,First,15778.45237,3,3,13.42893299,New,Worn Out,1
Truck,38470.69309,Good,0,6,Diesel,Automatic,800,87163.74355,3/10/2023,23/9/2025,Second,20343.20015,6,3,19.41960418,Good,Good,1
Truck,36502.18472,Good,3,7,Diesel,Manual,1500,119398.4716,27/5/2023,10/6/2025,First,17568.51828,10,2,18.35577774,Worn Out,Worn Out,1
Truck,49507.67923,Average,3,3,Electric,Manual,1500,94337.45798,22/7/2023,20/8/2024,Second,24458.29129,5,0,11.91188126,New,New,1
Truck,60966.23077,Poor,4,3,Petrol,Automatic,800,88012.25163,5/12/2023,29/5/2024,First,19008.24919,2,1,15.00760844,New,Worn Out,1
Truck,45791.82927,Good,4,4,Electric,Manual,1500,32684.29024,12/6/2023,6/3/2025,Third,22647.75973,5,0,11.56399937,New,New,1
Truck,65279.63869,Average,0,1,Diesel,Manual,1000,2072.13277,9/2/2024,11/8/2025,Second,10301.43509,3,2,13.6405607,New,Worn Out,1
Truck,59981.58466,Average,5,5,Electric,Manual,800,50765.06669,21/1/2024,18/7/2025,Third,12247.83655,1,0,14.72600826,New,Worn Out,1
Truck,33804.36723,Average,2,4,Electric,Automatic,800,95632.88915,4/10/2023,16/2/2026,Second,9882.16451,2,3,13.25614967,New,Worn Out,1
Truck,66705.19304,Good,2,5,Petrol,Automatic,1500,79968.2165,17/2/2024,8/10/2025,Second,25564.94968,2,2,15.29347749,Worn Out,New,0
Truck,73751.99037,Average,3,5,Petrol,Manual,800,7650.092444,3/7/2023,12/11/2024,First,12793.39895,9,3,12.12742872,Worn Out,New,1
Truck,32397.68185,Poor,3,4,Diesel,Automatic,1500,45384.30939,6/1/2024,3/11/2025,Third,29890.46036,8,1,18.24566331,New,Worn Out,1
Truck,52403.99874,Good,4,3,Petrol,Automatic,1000,109101.7658,15/4/2023,31/10/2024,Third,23193.96833,3,1,16.92428788,Worn Out,Good,1
Truck,39911.23482,Average,4,8,Electric,Automatic,2500,126532.147,4/4/2023,21/10/2025,Second,20331.23957,6,1,11.45692789,New,New,1
Truck,58481.79114,Good,1,10,Diesel,Automatic,2000,105467.8478,17/10/2023,13/3/2026,Third,21801.97898,6,1,10.90350049,Worn Out,Worn Out,1
Truck,80104.50222,Good,3,10,Petrol,Manual,1000,89816.31175,27/5/2023,11/11/2025,Second,5533.045352,3,0,16.46916458,Good,Worn Out,1
Truck,50420.33341,Average,5,4,Diesel,Manual,800,48384.16493,18/7/2023,5/3/2025,Second,22176.28446,1,1,13.45805556,Good,Good,1
Truck,76521.90543,Average,4,3,Diesel,Manual,2500,91947.76699,21/12/2023,25/1/2025,Third,18460.88251,2,2,15.06737817,New,Good,1
Truck,62647.31038,Good,5,5,Petrol,Automatic,1000,78867.02285,5/4/2023,17/9/2024,First,12875.58234,10,3,11.81006802,New,Worn Out,1
Truck,48517.05739,Average,4,7,Diesel,Manual,2500,28176.8162,15/6/2023,22/5/2024,Third,30890.96034,8,2,12.92009319,Good,Good,1
Truck,52513.83965,Poor,0,1,Electric,Manual,2000,66863.41231,27/7/2023,17/2/2025,Third,10742.70085,5,2,10.78225757,New,New,1
Truck,58628.79196,Good,2,5,Electric,Automatic,2500,60908.66254,10/6/2023,2/1/2025,First,11120.8714,5,0,13.82263543,New,New,0
Truck,70294.27641,Average,1,7,Diesel,Manual,800,59776.71174,4/12/2023,9/5/2024,Second,23587.09389,1,2,16.46007583,New,New,1
Truck,29764.61514,Good,2,1,Electric,Manual,2500,128771.2075,1/12/2023,11/1/2025,Second,8718.849005,6,2,16.02245511,Worn Out,Worn Out,1
Truck,54718.87969,Average,5,10,Electric,Automatic,800,101146.1908,1/2/2024,13/8/2025,Third,23259.86726,9,0,19.19976201,Good,Good,1
Truck,37349.21029,Poor,5,1,Petrol,Manual,1500,55211.96505,12/9/2023,29/10/2024,Third,9767.989799,5,2,10.57929286,Worn Out,Worn Out,1
Truck,41120.68513,Poor,5,3,Electric,Manual,1500,90060.51768,25/9/2023,28/12/2024,First,14472.88749,6,0,10.26821895,Good,New,1
Truck,53202.10224,Good,4,4,Electric,Automatic,2000,53290.82906,9/7/2023,16/7/2025,Second,27525.96079,10,0,16.85012848,New,New,1
Truck,57384.53005,Poor,5,5,Electric,Manual,800,12886.06258,11/9/2023,30/6/2024,Second,8625.549481,1,3,12.47899102,New,New,1
Truck,46875.10441,Good,1,9,Diesel,Automatic,2000,52961.73913,6/5/2023,16/10/2025,Second,6186.322663,5,2,11.54194714,Good,Good,1
Truck,79696.06872,Average,3,8,Electric,Automatic,2000,77103.01495,1/7/2023,24/1/2026,Second,11949.784,3,1,14.12244912,Good,New,1
Truck,49060.68038,Poor,4,10,Petrol,Manual,1500,66914.64279,5/9/2023,2/10/2025,Second,16524.75724,7,3,12.7712799,Good,Good,1
Truck,71587.71997,Poor,4,7,Diesel,Automatic,800,63372.92704,22/1/2024,13/3/2026,Third,28491.89202,10,0,16.80637661,New,New,1
Truck,69998.58036,Average,5,6,Electric,Manual,2000,134374.6686,16/7/2023,23/2/2025,First,23100.93342,3,2,14.89070663,Good,Good,1
Truck,52805.04747,Good,4,2,Electric,Automatic,1000,8712.173265,17/9/2023,13/3/2025,Second,18023.24218,1,1,10.12412922,Good,Worn Out,1
Truck,62706.13591,Poor,3,1,Petrol,Automatic,800,52469.064,21/2/2024,7/5/2024,Third,31343.00656,6,0,13.66137392,Worn Out,New,1
Truck,33431.36992,Average,0,3,Electric,Manual,2000,41405.53597,18/1/2024,6/5/2025,First,28459.50003,10,2,12.78845642,Good,Worn Out,1
Truck,39171.99449,Average,5,8,Electric,Manual,800,99197.20398,20/6/2023,25/12/2024,Second,17410.43598,6,3,16.89801229,Good,New,1
Truck,71160.54091,Good,2,2,Electric,Manual,800,88601.00904,17/8/2023,9/1/2026,Second,13592.91458,6,1,16.39111847,Good,Good,1
Truck,66169.53791,Poor,4,9,Diesel,Automatic,2000,113417.5499,14/7/2023,18/6/2025,Second,23841.25216,10,2,14.89101389,Good,Good,1
Truck,53640.46762,Poor,3,4,Diesel,Automatic,1500,137888.9572,8/12/2023,20/12/2024,First,8396.111212,8,2,19.1341732,Worn Out,Good,1
Truck,69434.71373,Average,0,6,Diesel,Manual,2500,95852.54683,11/5/2023,25/6/2024,Second,21031.80299,10,1,18.47359838,Good,Worn Out,1
Truck,50094.712,Average,2,7,Diesel,Automatic,800,75670.65077,8/8/2023,6/3/2026,Third,6126.515327,7,2,18.17359355,Good,New,1
Truck,62757.40278,Average,1,10,Electric,Manual,2500,54397.11718,21/4/2023,12/5/2024,First,6379.411824,8,1,18.62547163,New,Worn Out,1
Truck,72189.56308,Average,1,6,Petrol,Automatic,1000,133842.0399,9/7/2023,28/9/2024,Second,28325.46641,1,3,19.74250494,Worn Out,Worn Out,1
Truck,67219.84662,Poor,2,1,Diesel,Manual,2500,103674.0543,17/4/2023,11/8/2024,First,17856.89614,10,3,18.32682726,Good,Worn Out,1
Truck,62202.89791,Average,1,6,Diesel,Automatic,1000,16090.52121,15/6/2023,2/1/2026,Second,24415.69542,7,1,17.49423582,Good,Good,0
Truck,70170.71052,Average,3,2,Diesel,Automatic,800,15521.64312,14/11/2023,28/6/2025,Second,21283.93201,2,3,17.54923171,New,New,1
Truck,47051.86687,Poor,2,6,Diesel,Automatic,2000,95301.23262,29/12/2023,10/8/2024,Third,7965.131933,8,2,17.49978099,Worn Out,New,1
Truck,63749.60221,Good,4,10,Diesel,Manual,800,14498.31602,17/6/2023,28/3/2025,Second,15829.31191,10,0,11.45177552,New,Worn Out,1
Truck,33464.1096,Poor,4,5,Diesel,Automatic,2000,42650.44954,28/12/2023,14/7/2024,Second,6423.037141,4,1,11.2457885,New,New,1
Truck,65645.27265,Average,4,8,Electric,Manual,2500,141851.5047,18/6/2023,8/8/2025,Third,17874.70975,3,0,16.99198349,Worn Out,New,1
Truck,40112.75456,Poor,1,1,Diesel,Manual,2500,126995.5189,3/5/2023,12/9/2024,Third,5132.10322,1,1,18.68248821,Worn Out,Good,0
Truck,71096.22368,Good,0,10,Petrol,Automatic,2500,40704.28825,12/12/2023,10/8/2025,Second,11775.24666,2,0,18.75875459,New,New,0
Truck,36255.85648,Poor,2,2,Petrol,Manual,1500,108023.001,25/1/2024,9/9/2025,First,22632.45321,9,3,19.87078603,New,Worn Out,1
Truck,65278.19421,Poor,2,2,Petrol,Automatic,1500,91452.57586,12/8/2023,7/8/2025,Second,12032.88459,3,0,9.77465187,Good,New,1
Truck,58158.32513,Good,2,7,Petrol,Automatic,1000,47503.83999,2/5/2023,8/11/2025,Third,14036.45505,8,3,18.71217425,Worn Out,New,1
Truck,66851.9056,Poor,0,6,Electric,Manual,1500,70816.1392,10/12/2023,10/9/2025,First,27801.4952,8,1,15.59411436,Worn Out,Good,0
Truck,52318.17867,Good,1,7,Diesel,Automatic,2000,48622.28877,6/4/2023,7/1/2026,Third,17852.49986,5,2,16.24001804,Good,Good,0
Truck,62903.34126,Average,2,2,Diesel,Manual,1000,100773.231,16/12/2023,21/4/2025,First,22520.60468,5,3,18.99255411,Good,Good,1
Truck,37326.18408,Good,4,2,Electric,Automatic,2500,56616.61953,17/6/2023,21/2/2025,Third,8470.11625,1,0,11.43702009,Worn Out,Good,1
Truck,45732.02258,Good,4,10,Diesel,Automatic,800,51952.57387,5/12/2023,30/6/2025,First,7497.53063,10,1,18.26283851,New,Worn Out,1
Truck,42303.5855,Good,3,7,Diesel,Automatic,2000,32183.12742,9/7/2023,17/5/2024,Second,8776.826849,2,0,17.17887106,New,Worn Out,1
Truck,33910.37696,Good,1,4,Petrol,Automatic,800,65933.26971,9/5/2023,7/5/2024,Second,15071.96896,3,1,15.37478879,Good,Worn Out,1
Truck,50542.19358,Poor,3,1,Petrol,Automatic,1000,1184.212839,27/4/2023,21/12/2025,Third,17415.85307,2,2,11.36889552,Worn Out,Good,1
Truck,31677.08581,Good,2,10,Electric,Manual,2500,31126.73369,9/8/2023,3/10/2025,Third,23778.61705,10,2,13.28555545,Worn Out,Good,1
Truck,33980.22887,Good,5,10,Diesel,Manual,2500,94486.13499,30/9/2023,11/9/2025,First,19470.81345,2,0,18.19214935,New,New,1
Truck,52642.42991,Poor,5,4,Electric,Automatic,2500,22266.59097,24/5/2023,9/3/2026,First,15312.86528,6,2,10.26542271,Worn Out,Good,1
Truck,60991.66703,Poor,0,6,Petrol,Automatic,800,2855.033981,9/9/2023,6/11/2025,Third,17811.17916,3,2,15.51594525,Worn Out,Good,0
Truck,41786.05041,Average,2,5,Petrol,Automatic,800,51235.91103,30/10/2023,9/6/2024,Third,6124.851506,9,0,20.40656026,Worn Out,Worn Out,1
Truck,75487.37551,Good,1,9,Electric,Manual,2500,65481.78096,9/10/2023,6/12/2024,First,6828.763281,6,0,15.54093604,Worn Out,Good,0
Truck,61131.43447,Poor,3,9,Diesel,Manual,2000,21286.83328,15/7/2023,26/10/2025,Third,12739.04446,7,0,9.519520187,Good,Worn Out,1
Truck,41602.19778,Average,2,10,Petrol,Automatic,2500,57049.03832,28/6/2023,24/11/2025,Third,27165.50715,3,2,15.79429255,Good,New,0
Truck,53672.07044,Good,5,2,Diesel,Automatic,2000,53372.09257,9/9/2023,12/5/2025,First,19395.94141,7,1,15.8882884,Good,Worn Out,1
Truck,64183.87882,Average,2,6,Diesel,Manual,1000,143839.7948,21/9/2023,6/2/2026,First,5140.411821,7,0,18.39342301,Good,New,1
Truck,76799.75334,Poor,4,6,Petrol,Manual,800,25874.92507,15/2/2024,19/11/2025,Second,19629.89873,6,0,11.61814078,Worn Out,Good,1
Truck,65998.9749,Poor,5,9,Diesel,Manual,2500,131326.9896,27/7/2023,15/8/2025,Second,23983.8602,6,0,18.85367097,Good,Good,1
Truck,64856.12192,Poor,4,9,Electric,Automatic,800,122127.5383,6/11/2023,26/10/2024,Third,27972.75078,5,2,9.897520322,Good,Worn Out,1
Truck,81826.3789,Good,3,8,Diesel,Manual,2000,149137.9441,24/5/2023,9/1/2026,Third,12274.981,5,2,14.95860835,New,New,0
Truck,48487.14994,Average,4,2,Electric,Manual,1500,73408.8878,19/11/2023,4/2/2025,First,22489.68441,8,2,14.51088665,Good,New,1
Truck,67411.33334,Average,2,5,Diesel,Manual,1000,11126.93104,1/7/2023,17/3/2025,First,14445.43438,4,3,18.44679105,Worn Out,New,1
Truck,61682.20206,Average,5,8,Petrol,Automatic,1500,4206.773333,13/10/2023,23/3/2025,First,20429.59287,10,2,18.26292815,Worn Out,Worn Out,1
Truck,72939.07133,Average,1,8,Petrol,Automatic,1000,149194.0918,11/2/2024,29/4/2025,Second,20226.30341,1,1,19.23772553,Worn Out,Good,1
Truck,43517.55562,Good,4,8,Petrol,Automatic,2000,14161.08167,17/1/2024,25/7/2024,Second,9119.342858,8,3,19.80698872,Good,Good,1
Truck,56879.87099,Good,4,2,Petrol,Manual,2500,61953.44014,4/7/2023,10/12/2024,Second,7887.198718,10,3,13.52663619,Good,Worn Out,1
Truck,78559.28918,Poor,3,5,Diesel,Manual,1000,133778.2157,24/12/2023,11/10/2025,Second,14300.99612,9,2,19.78931338,Worn Out,Good,1
Truck,67213.30458,Poor,5,5,Electric,Automatic,2500,16044.18997,1/12/2023,18/7/2024,First,11553.99672,7,2,13.10069069,New,New,1
Truck,73204.94173,Poor,3,9,Electric,Automatic,800,83057.59696,9/9/2023,5/4/2025,Third,25967.35026,10,2,12.61898379,Worn Out,Good,1
Truck,32666.2022,Poor,2,2,Diesel,Manual,800,129271.508,22/8/2023,17/12/2025,Second,24888.08261,2,2,17.75309755,Worn Out,New,1
Truck,62884.6231,Poor,5,3,Diesel,Automatic,800,117602.0142,4/5/2023,12/6/2024,First,5643.62893,5,0,13.24058882,Worn Out,Worn Out,1
Truck,67559.59242,Good,2,2,Electric,Manual,1000,6121.048041,16/1/2024,17/12/2025,Second,9654.579632,10,1,15.13844937,New,Good,0
Truck,54645.11504,Average,1,10,Petrol,Manual,1500,45614.09833,24/12/2023,10/11/2024,Second,23317.73541,1,3,16.94571843,Worn Out,Worn Out,1
Truck,31454.92739,Poor,2,1,Electric,Manual,1500,29932.74521,30/9/2023,29/11/2024,Third,21597.03532,1,3,12.45258063,Worn Out,Good,1
Truck,76571.68355,Poor,3,2,Diesel,Manual,800,97806.81975,29/7/2023,1/6/2025,First,29533.21265,6,2,11.37881101,Worn Out,New,1
Truck,58361.62743,Good,5,3,Electric,Manual,1500,37718.43926,14/10/2023,10/3/2025,Third,5439.321951,2,0,12.65927602,Worn Out,Good,1
Truck,79736.89481,Good,2,9,Diesel,Automatic,800,84268.8797,22/2/2024,6/5/2025,First,27480.65764,5,0,10.12566523,Good,Worn Out,1
Truck,70680.17455,Poor,1,10,Diesel,Automatic,1000,6325.405653,31/1/2024,2/3/2025,Third,28783.22682,7,1,18.2633343,New,Good,0
Truck,39248.61715,Average,3,8,Diesel,Manual,2500,73382.95426,30/9/2023,20/9/2024,Third,5527.364951,6,2,17.63433646,Worn Out,Good,1
Truck,73641.40799,Good,0,5,Electric,Automatic,2000,84900.05448,5/7/2023,6/9/2024,Second,27179.12614,1,0,18.26825644,Good,Worn Out,1
Truck,80838.11667,Average,1,3,Petrol,Automatic,2500,94292.70268,27/7/2023,15/1/2025,Second,28918.69499,10,2,15.08570074,New,Good,1
Truck,79237.47242,Poor,3,1,Electric,Automatic,800,127307.1105,24/9/2023,2/11/2024,Second,26276.0719,8,3,13.80135366,Worn Out,Worn Out,1
Truck,68434.4688,Good,5,9,Electric,Manual,1500,108298.9051,6/7/2023,21/5/2024,Second,15278.10992,1,3,11.76583147,Worn Out,Worn Out,1
Truck,56598.81884,Poor,4,7,Electric,Manual,2000,21938.90233,24/12/2023,16/3/2026,Third,9665.610485,7,0,10.69487708,New,Good,1
Truck,57207.93201,Average,1,6,Electric,Manual,1000,53299.93316,16/1/2024,3/9/2024,First,24686.69372,10,0,18.06970759,New,Good,0
Truck,36213.94779,Poor,5,2,Petrol,Manual,1500,97779.78296,2/11/2023,28/11/2025,Third,27886.78784,3,0,17.79819549,Worn Out,Good,1
Truck,34558.76992,Poor,2,7,Diesel,Manual,2500,122372.7807,23/8/2023,1/11/2025,Second,15817.61186,6,2,10.42600428,Worn Out,Good,1
Truck,79786.81856,Average,4,8,Diesel,Automatic,1500,44860.69066,17/1/2024,2/8/2024,Second,5581.294275,4,0,13.27119627,Good,Good,1
Truck,45316.64181,Good,1,3,Electric,Automatic,1500,93732.8472,24/9/2023,7/2/2025,Second,11672.70399,5,0,19.05827556,Worn Out,New,0
Truck,45730.45208,Average,5,6,Petrol,Manual,800,126125.2668,31/12/2023,7/7/2025,Second,11553.79421,3,2,20.21746024,Good,Worn Out,1
Truck,43058.28202,Average,4,1,Petrol,Automatic,1500,36947.62278,16/1/2024,22/5/2025,Third,29842.49832,1,3,12.41348444,Good,Worn Out,1
Truck,35126.96615,Average,5,8,Diesel,Automatic,2000,112068.5841,2/2/2024,25/2/2026,Third,13450.29613,10,0,14.97316088,New,Worn Out,1
Truck,40072.16969,Good,5,4,Diesel,Manual,2000,81533.53292,23/4/2023,8/6/2024,Second,14216.19569,8,1,17.23748356,Worn Out,New,1
Truck,31414.98999,Poor,1,4,Diesel,Automatic,1000,49893.5407,27/5/2023,22/12/2025,First,15733.53386,9,1,11.77187477,Worn Out,Good,0
Truck,73155.17175,Good,3,4,Diesel,Automatic,1500,114652.5403,30/1/2024,1/6/2024,First,13178.74316,3,0,15.45833609,Good,New,0
Truck,59907.16983,Average,0,4,Electric,Automatic,1000,49911.93303,28/11/2023,30/8/2024,Second,16771.80633,4,3,18.64849782,New,Worn Out,1
Truck,38644.54237,Good,5,5,Electric,Automatic,2500,1694.068315,10/9/2023,26/5/2025,Second,7305.605448,8,3,17.94665711,New,Good,1
Truck,76449.38311,Good,2,9,Diesel,Manual,1000,70156.11931,3/9/2023,30/9/2024,First,9471.090274,10,1,12.86727847,Good,New,0
Truck,34025.67257,Good,1,5,Electric,Automatic,1000,116291.5098,3/12/2023,6/1/2026,First,14367.69504,10,2,15.08630405,Worn Out,Good,1
Truck,46451.74922,Poor,5,2,Electric,Automatic,2500,65589.32626,7/2/2024,30/3/2025,First,12917.95883,9,0,11.61781828,Good,New,1
Truck,45266.92415,Poor,0,5,Petrol,Automatic,2500,70592.73879,23/11/2023,13/3/2026,First,22807.70641,10,2,18.25849877,Good,Good,1
Truck,51811.28818,Average,4,1,Diesel,Automatic,2500,88918.13602,28/12/2023,25/4/2025,Third,6228.380551,10,3,18.6067905,New,New,1
Truck,74020.18142,Average,4,7,Diesel,Automatic,1000,52020.73655,17/10/2023,18/10/2025,Second,20763.95654,3,0,18.60738781,Good,Good,1
Truck,50871.82362,Poor,1,9,Diesel,Automatic,1500,119456.8968,1/11/2023,24/9/2024,First,20126.50188,5,1,13.99023952,Worn Out,New,0
Truck,68298.38782,Poor,5,4,Diesel,Manual,800,137092.0939,11/8/2023,9/11/2025,First,13121.77512,6,3,14.40272617,Good,Good,1
Truck,58594.42001,Average,5,4,Electric,Manual,2500,49669.32032,24/11/2023,2/12/2025,First,20808.13228,8,2,16.66726258,Good,New,1
Truck,38941.48615,Good,0,9,Petrol,Manual,1000,51869.56578,29/12/2023,5/10/2025,First,19387.44173,3,2,15.93368349,Worn Out,Worn Out,1
Truck,35348.32186,Poor,5,7,Petrol,Manual,2500,97468.09811,19/10/2023,31/7/2024,First,28303.21819,1,3,16.61061659,Good,Worn Out,1
Truck,36008.25849,Poor,4,3,Petrol,Automatic,2500,76794.27702,12/1/2024,22/8/2025,First,15127.07106,6,3,10.78064764,Worn Out,Good,1
Truck,57938.03779,Average,3,7,Diesel,Manual,800,100773.9054,8/8/2023,24/2/2025,First,24239.61187,2,2,10.63983173,Good,Worn Out,1
Truck,55058.77301,Poor,5,9,Diesel,Manual,2500,108480.2916,18/4/2023,12/12/2024,First,13379.02464,1,1,18.84204143,New,New,1
Truck,65085.11215,Good,1,6,Diesel,Manual,1500,56545.61914,28/9/2023,26/5/2024,Second,24089.46163,8,0,18.88793205,Worn Out,Good,1
Truck,56871.11862,Poor,2,6,Petrol,Manual,2500,44705.75454,19/6/2023,22/9/2025,First,8453.546486,8,1,13.45797492,Worn Out,New,1
